Scientific_Name,Common Name,Whitelisted_Brazil,BirdNET,Custom_Model,Perch,Max,Threat Status,Image_URL,Attribution,Custom_MaxConf,Perch_MaxConf,Overall_MaxConf
Clibanornis rectirostris,,,92,39,116,116,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/336935113/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.5211,0.9021,0.9021
Automolus leucophthalmus,White-Eyed Foliage-Gleaner,1,5,10,13,13,LC,https://static.inaturalist.org/photos/88652894/medium.jpeg,(c) Maicon Molina; all rights reserved; uploaded by Maicon Molina,0.8085,0.251,0.8085
Geositta poeciloptera,Campo Miner,1,12,45,4,45,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/1533896/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.1329,0.2496,0.2496
Lepidocolaptes squamatus,Scaled Woodcreeper,1,15,7,339,339,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/117853165/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.455,0.1275,0.455
Lepidocolaptes angustirostris,Narrow-Billed Woodcreeper,1,34,13,11,34,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/53389617/medium.jpg,(c) Paul Donahue; some rights reserved (CC BY-NC); uploaded by Paul Donahue,0.3489,0.1934,0.3489
Glyphorynchus spirurus,Wedge Billed Woodcreeper,1,15,2,44,44,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1378709/medium.JPG,(c) Carmelo López Abad; some rights reserved (CC BY-NC); uploaded by Carmelo López Abad,0.1713,0.771,0.771
Heliobletus contaminatus,Sharp-Billed Treehunter,1,3,47,13,47,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/11541085/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.4895,0.7009,0.7009
Anumbius annumbi,Firewood-Gatherer,1,21,27,36,36,LC,https://static.inaturalist.org/photos/462611413/medium.jpg,(c) Aisse Gaertner; all rights reserved; uploaded by Aisse Gaertner,0.1769,0.3459,0.3459
Cichlocolaptes leucophrus,Pale-Browed Treehunter,1,7,10,1,10,LC,https://static.inaturalist.org/photos/106682699/medium.jpeg,(c) Maicon Molina; all rights reserved; uploaded by Maicon Molina,0.1755,0.5588,0.5588
Phacellodomus erythrophthalmus,Red-Eyed Thornbird,1,8,43,8,43,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/15026614/medium.jpg,(c) Tanja; some rights reserved (CC BY-NC); uploaded by Tanja,0.3637,0.1318,0.3637
Phacellodomus ferrugineigula,Orange-Breasted Thornbird,1,38,43,13,43,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/110395172/medium.jpg,(c) mauriciofreitas; some rights reserved (CC BY-NC); uploaded by mauriciofreitas,0.8109,0.1563,0.8109
Schoeniophylax phryganophilus,Chotoy Spinetail,1,39,59,1,59,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/107004052/medium.jpg,(c) Martín Ferrari; some rights reserved (CC BY-NC); uploaded by Martín Ferrari,0.2071,0.5557,0.5557
Phacellodomus rufifrons,Rufous-Fronted Thornbird,1,18,4,39,39,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/564941769/medium.jpg,(c) luiz_pattuzzo; some rights reserved (CC BY-NC),0.3716,0.8121,0.8121
Cinclodes pabsti,Long-Tailed Cinclodes,1,3,39,13,39,NT,https://static.inaturalist.org/photos/413891809/medium.jpeg,(c) Leandro Malta Borges; all rights reserved; uploaded by Leandro Malta Borges,0.1577,0.2033,0.2033
Sclerurus scansor,Rufous-Breasted Leafscraper,1,8,13,10,13,LC,https://static.inaturalist.org/photos/242707779/medium.jpg,(c) Allan Clé Porto; all rights reserved; uploaded by Allan Clé Porto,0.6633,0.3983,0.6633
Xenops minutus,Plain Xenops,1,6,31,74,74,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/176974820/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.6518,0.4743,0.6518
Xenops rutilans,Streaked Xenops,1,5,9,13,13,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/29614437/medium.jpg,(c) Dave Wendelken; some rights reserved (CC BY-NC); uploaded by Dave Wendelken,0.2952,0.4347,0.4347
Xiphocolaptes albicollis,Vila Nova Woodcreeper,1,7,3,10,10,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/58351633/medium.jpg,(c) Diogo Luiz; some rights reserved (CC BY); uploaded by Diogo Luiz,0.8284,0.7685,0.8284
Xiphorhynchus fuscus,Lesser Woodcreeper,1,7,10,14,14,LC,https://static.inaturalist.org/photos/38306331/medium.jpg,(c) Eden Fontes; all rights reserved; uploaded by Eden Fontes,0.6988,0.2999,0.6988
Anabazenops fuscus,White-Collared Foliage-Gleaner,1,207,2,1,207,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/5643323/medium.jpeg,(c) Claudia Komesu; some rights reserved (CC BY-NC); uploaded by Claudia Komesu,0.2772,0.1217,0.2772
Certhiaxis cinnamomeus,Yellow-Chinned Spinetail,1,47,3,44,47,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/565788/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.2295,0.635,0.635
Anabacerthia lichtensteini,,0,8,149,7,149,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/635907/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.8887,0.6123,0.8887
Philydor atricapillus,Black-Capped Foliage-Gleaner,1,1,6,2,6,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/942643/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.7393,0.4417,0.7393
Sittasomus griseicapillus,Olivaceous Woodcreeper,1,87,180,143,180,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/245961193/medium.jpg,(c) Tomaz Nascimento de Melo; some rights reserved (CC BY-NC-ND); uploaded by Tomaz Nascimento de Melo,0.9989,1.0,1.0
Asthenes luizae,Cipo Canastero,1,224,20,34,224,NT,https://static.inaturalist.org/photos/42125699/medium.jpg,(c) Eden Fontes; all rights reserved; uploaded by Eden Fontes,0.7685,0.7385,0.7685
Asthenes moreirae,Itatiaia Spinetail,,20,51,149,149,LC,https://static.inaturalist.org/photos/54661886/medium.jpg,(c) Eden Fontes; all rights reserved; uploaded by Eden Fontes,0.8881,0.7928,0.8881
Myiopagis viridicata,Greenish Elaenia,1,1,32,55,55,LC,https://static.inaturalist.org/photos/141578669/medium.jpeg,(c) Julio Alejandro Álvarez Ruiz; all rights reserved; uploaded by Julio Alejandro Álvarez Ruiz,0.2948,0.8157,0.8157
Myiarchus tyrannulus,Brown-Crested Flycatcher,1,5,5,15,15,LC,https://static.inaturalist.org/photos/70760951/medium.jpeg,(c) Siegfried Baesler; all rights reserved; uploaded by Siegfried Baesler,0.2568,0.9228,0.9228
Myiodynastes maculatus,Streaked Flycatcher,1,4,60,39,60,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/2704499/medium.JPG,(c) Carmelo López Abad; some rights reserved (CC BY-NC); uploaded by Carmelo López Abad,0.4816,0.191,0.4816
Colonia colonus,Long-Tailed Tyrant,1,32,23,55,55,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/233462427/medium.jpg,(c) Laurent Quéno; some rights reserved (CC BY-NC); uploaded by Laurent Quéno,0.7194,0.5134,0.7194
Capsiempis flaveola,Yellow Tyrannulet,1,3,1,15,15,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/152063537/medium.jpg,(c) Claudio Martins de Souza; some rights reserved (CC BY-NC); uploaded by Claudio Martins de Souza,0.5961,0.9165,0.9165
Myiopagis caniceps,Grey Elaenia,1,1,8,8,8,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/103070798/medium.jpg,(c) Tomaz Nascimento de Melo; some rights reserved (CC BY-NC-ND); uploaded by Tomaz Nascimento de Melo,0.5227,0.1197,0.5227
Elaenia spectabilis,Large Elaenia,1,39,51,15,51,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/222181710/medium.jpg,(c) Gabriel Bonfa; some rights reserved (CC BY-NC-ND); uploaded by Gabriel Bonfa,0.1647,0.332,0.332
Euscarthmus rufomarginatus,Rufous-Sided Pygmy-Tyrant,1,306,42,20,306,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/11497875/medium.jpg,(c) upupamartin; some rights reserved (CC BY-NC-ND); uploaded by upupamartin,0.194,0.3378,0.3378
Gubernetes yetapa,Streamer-Tailed Tyrant,1,8,1,38,38,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/95259327/medium.jpeg,(c) Juliano Marques; some rights reserved (CC BY-NC); uploaded by Juliano Marques,0.208,0.1963,0.208
Myiophobus fasciatus,Bran-Coloured Flycatcher,1,1,4,1,4,LC,https://static.inaturalist.org/photos/44391677/medium.jpg,(c) Jan Axel Cubilla Rodríguez; all rights reserved; uploaded by Jan Axel Cubilla Rodríguez,0.2187,0.5135,0.5135
Myiornis auricularis,Eared Pygmy-Tyrant,1,1,1,18,18,LC,https://static.inaturalist.org/photos/28179987/medium.jpg,(c) Marcio Fontana; all rights reserved; uploaded by Marcio Fontana,0.5727,0.5974,0.5974
Elaenia cristata,Plain-Crested Elaenia,1,51,27,24,51,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/178171177/medium.jpg,(c) Josh van der Meulen; some rights reserved (CC BY-NC-ND); uploaded by Josh van der Meulen,0.4245,0.783,0.783
Elaenia flavogaster,Yellow-Bellied Elaenia,1,2,35,6,35,LC,https://static.inaturalist.org/photos/49009155/medium.jpeg,(c) Rudy Gelis; all rights reserved; uploaded by Rudy Gelis,0.8011,0.2691,0.8011
Myiozetetes cayanensis,Rusty-Margined Flycatcher,1,326,1,21,326,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/471280746/medium.jpg,(c) Alan Wells; some rights reserved (CC BY-NC); uploaded by Alan Wells,0.1127,0.288,0.288
Myiozetetes similis,Social Flycatcher,1,8,51,10,51,LC,https://static.inaturalist.org/photos/671056/medium.jpg,(c) Rolando Chavez; all rights reserved,0.3058,0.9993,0.9993
Euscarthmus meloryphus,Tawny-Crowned Pygmy-Tyrant,1,55,48,53,55,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/565889/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.8062,0.2156,0.8062
Hirundinea ferruginea,Cliff Flycatcher,1,4,7,9,9,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/567541/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.3824,0.7722,0.7722
Satrapa icterophrys,Yellow-Browed Tyrant,1,54,15,17,54,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/241563790/medium.jpg,no rights reserved; uploaded by Paulo Mascaretti,0.1609,0.8114,0.8114
Serpophaga subcristata,White-Crested Tyrannulet,1,32,52,56,56,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/31262667/medium.jpg,(c) marcelo_allende; some rights reserved (CC BY-NC); uploaded by marcelo_allende,0.1227,0.7667,0.7667
Sublegatus modestus,Scrub Flycatcher,1,57,308,13,308,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/141178062/medium.jpg,(c) Breno Farias; some rights reserved (CC BY-NC); uploaded by Breno Farias,0.6137,0.3231,0.6137
Fluvicola nengeta,Masked Water-Tyrant,1,1,7,29,29,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/432771775/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.3551,0.2078,0.3551
Platyrinchus mystaceus,White-Throated Spadebill,1,32,18,43,43,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/77933/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.4939,0.8254,0.8254
Attila rufus,Grey-Hooded Attila,1,1,2,36,36,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1507217/medium.jpg,(c) Nigel Voaden; some rights reserved (CC BY),0.8939,0.6506,0.8939
Knipolegus cyanirostris,Blue-Billed Black-Tyrant,1,41,6,22,41,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/26406838/medium.jpeg,no rights reserved; uploaded by Diego Carús,0.3393,0.4499,0.4499
Xolmis velatus,White Rumped Monjita,1,4,1,2,4,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/150067382/medium.jpg,(c) Paul Donahue; some rights reserved (CC BY-NC); uploaded by Paul Donahue,0.4798,0.9071,0.9071
Xolmis irupero,White Monjita,1,1,7,42,42,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1613677/medium.jpg,(c) Lip Kee; some rights reserved (CC BY-SA),0.2862,0.749,0.749
Cnemotriccus fuscatus,Fuscous Flycatcher,1,6,221,2,221,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/26920862/medium.jpeg,(c) guyincognito; some rights reserved (CC BY-NC); uploaded by guyincognito,0.2424,0.1606,0.2424
Contopus cinereus,Tropical Pewee,1,9,1,35,35,LC,https://static.inaturalist.org/photos/54750785/medium.jpg,(c) Eden Fontes; all rights reserved; uploaded by Eden Fontes,0.4969,0.473,0.4969
Camptostoma obsoletum,Southern Beardless Tyrannulet,1,10,14,53,53,LC,https://static.inaturalist.org/photos/28180172/medium.jpg,(c) Marcio Fontana; all rights reserved; uploaded by Marcio Fontana,0.8652,0.9989,0.9989
Phaeomyias murina,Mouse-Coloured Tyrannulet,1,7,31,6,31,LC,https://static.inaturalist.org/photos/74619278/medium.jpg,(c) Marcelo Maux; all rights reserved; uploaded by Marcelo Maux,0.1365,0.311,0.311
Elaenia mesoleuca,Olivaceous Elaenia,1,57,34,22,57,LC,https://static.inaturalist.org/photos/11221261/medium.jpg,(c) Henrique Raupp; all rights reserved; uploaded by Henrique Raupp,0.4232,0.7618,0.7618
Empidonomus aurantioatrocristatus,Crowned Slaty Flycatcher,1,1,41,7,41,LC,,,0.1384,0.5214,0.5214
Poecilotriccus plumbeiceps,Ochre Faced Tody Flycatcher,1,2,2,14,14,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/118442274/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.2417,0.8667,0.8667
Elaenia albiceps,White-Crested Elaenia,1,7,5,9,9,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/171081883/medium.jpg,(c) Steve Bentsen; some rights reserved (CC BY-NC); uploaded by Steve Bentsen,0.4378,0.5124,0.5124
Elaenia obscura,Highland Elaenia,1,55,23,2,55,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/280201570/medium.jpg,(c) Josh van der Meulen; some rights reserved (CC BY-NC-ND); uploaded by Josh van der Meulen,0.3954,0.6962,0.6962
Elaenia chiriquensis,Lesser Elaenia,1,5,4,3,5,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/79031477/medium.jpg,(c) Oswaldo Hernández; some rights reserved (CC BY-NC); uploaded by Oswaldo Hernández,0.2422,0.5813,0.5813
Knipolegus nigerrimus,Velvety Black-Tyrant,1,6,28,41,41,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/27918973/medium.jpeg,(c) Rob Van Epps; some rights reserved (CC BY-NC); uploaded by Rob Van Epps,0.4751,0.134,0.4751
Elaenia parvirostris,Small-Billed Elaenia,1,6,49,54,54,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/103260661/medium.jpg,(c) Reinaldo Oliveira Elias; some rights reserved (CC BY); uploaded by Reinaldo Oliveira Elias,0.7698,0.2048,0.7698
Suiriri suiriri,Suiriri Flycatcher,1,224,10,35,224,LC,https://static.inaturalist.org/photos/518522154/medium.jpg,(c) Jake Scott; all rights reserved; uploaded by Jake Scott,0.5453,0.4805,0.5453
Pitangus lictor,Lesser Kiskadee,1,47,35,17,47,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/9859292/medium.jpg,(c) Greg Lasley; some rights reserved (CC BY-NC); uploaded by Greg Lasley,0.3763,0.6054,0.6054
Lathrotriccus euleri,Euler's Flycatcher,1,84,60,181,181,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/6863445/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.8722,0.9995,0.9995
Phyllomyias fasciatus,Planalto Tyrannulet,1,2,2,359,359,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/102043725/medium.jpg,(c) Norton Santos; some rights reserved (CC BY-NC); uploaded by Norton Santos,0.5006,0.3308,0.5006
Tolmomyias sulphurescens,Yellow-Olive Flycatcher,1,93,186,209,209,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/348692639/medium.jpg,(c) Ad Konings; some rights reserved (CC BY-NC); uploaded by Ad Konings,0.9805,1.0,1.0
Todirostrum poliocephalum,Grey-Headed Tody-Flycatcher,1,15,29,32,32,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/15044125/medium.jpg,(c) Carlos Henrique; some rights reserved (CC BY-NC),0.7691,0.8475,0.8475
Machetornis rixosa,Cattle Tyrant,1,60,54,57,60,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/60197023/medium.jpg,(c) Ad Konings; some rights reserved (CC BY-NC); uploaded by Ad Konings,0.6872,0.6821,0.6872
Rhytipterna simplex,Greyish Mourner,1,19,26,1,26,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/310222572/medium.jpg,(c) Josh van der Meulen; some rights reserved (CC BY-NC-ND); uploaded by Josh van der Meulen,0.4932,0.1559,0.4932
Todirostrum cinereum,Common Tody-Flycatcher,1,40,1,11,40,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/369307358/medium.jpg,(c) terence zahner; some rights reserved (CC BY-NC); uploaded by terence zahner,0.3468,0.2816,0.3468
Legatus leucophaius,Piratic Flycatcher,1,1,2,1,2,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/63359967/medium.jpg,(c) Josh van der Meulen; some rights reserved (CC BY-NC-ND); uploaded by Josh van der Meulen,0.5685,0.135,0.5685
Leptopogon amaurocephalus,Sepia-Capped Leptopogon,1,60,1,4,60,LC,https://static.inaturalist.org/photos/32422516/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.4308,0.7921,0.7921
Alectrurus tricolor,Cock-Tailed Tyrant,1,1,42,1,42,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/6991599/medium.jpg,(c) Carlos Sanchez; some rights reserved (CC BY-NC); uploaded by Carlos Sanchez,0.6179,0.5313,0.6179
Pitangus sulphuratus,Great Kiskadee,1,4,6,1,6,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1766279/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.6216,0.1545,0.6216
Culicivora caudacuta,Sharp-Tailed Tyrant,1,55,92,49,92,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/9072748/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.2555,0.3438,0.3438
Phylloscartes ventralis,Mottle-Cheeked Tyrannulet,1,49,2,3,49,LC,https://static.inaturalist.org/photos/10203188/medium.jpg,(c) Jorge Schlemmer; all rights reserved,0.3129,0.4915,0.4915
Pyrocephalus rubinus,Vermillion Flycatcher,1,3,50,6,50,LC,https://static.inaturalist.org/photos/166991696/medium.jpg,(c) Juan Miguel Artigas Azas; all rights reserved; uploaded by Juan Miguel Artigas Azas,0.6069,0.7507,0.7507
Casiornis rufus,Rufous Casiornis,1,60,8,1,60,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/27296084/medium.jpeg,(c) guyincognito; some rights reserved (CC BY-NC); uploaded by guyincognito,0.2442,0.7351,0.7351
Sirystes sibilator,Sirystes,1,25,32,26,32,LC,https://static.inaturalist.org/photos/162050248/medium.jpg,(c) Javier Chiavone; all rights reserved; uploaded by Javier Chiavone,0.3087,0.3989,0.3989
Megarynchus pitangua,Boat-Billed Flycatcher,1,6,5,19,19,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/33899382/medium.jpg,(c) iturriagal; some rights reserved (CC BY-NC-ND); uploaded by iturriagal,0.5973,0.9835,0.9835
Arundinicola leucocephala,White-Headed Marsh-Tyrant,1,9,5,29,29,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/279432/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.6177,0.4668,0.6177
Phyllomyias griseocapilla,Grey-Capped Tyrannulet,1,51,201,10,201,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/119326923/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.6075,0.3848,0.6075
Phyllomyias virescens,Greenish Tyrannulet,1,237,135,1,237,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/942681/medium.jpeg,(c) Hector Bottai; some rights reserved (CC BY-SA),0.3178,0.8948,0.8948
Elaenia sordida,,0,3,3,59,59,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/280201570/medium.jpg,(c) Josh van der Meulen; some rights reserved (CC BY-NC-ND); uploaded by Josh van der Meulen,0.4692,0.3945,0.4692
Hemitriccus orbitatus,Olivaceous Tody-Tyrant,1,1,3,25,25,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/153116/medium.jpg,(c) Tim Hirsch; some rights reserved (CC BY),0.5147,0.1554,0.5147
Mionectes rufiventris,Grey-Hooded Flycatcher,1,20,8,8,20,LC,https://static.inaturalist.org/photos/155582632/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.8413,0.4466,0.8413
Tyrannus albogularis,White-Throated Kingbird,1,12,15,32,32,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/27296123/medium.jpeg,(c) guyincognito; some rights reserved (CC BY-NC); uploaded by guyincognito,0.6605,0.2605,0.6605
Tyrannus melancholicus,Tropical Kingbird,1,4,33,2,33,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/254986834/medium.jpg,(c) Steven Mlodinow; some rights reserved (CC BY-NC); uploaded by Steven Mlodinow,0.7998,0.931,0.931
Tyrannus savana,Fork-Tailed Flycatcher,1,24,12,31,31,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/596460001/medium.jpg,(c) Guilherme Cameis Freda; some rights reserved (CC BY-SA); uploaded by Guilherme Cameis Freda,0.1381,0.7789,0.7789
Tyrannus tyrannus,Eastern Kingbird,1,2,4,7,7,LC,https://static.inaturalist.org/photos/518522154/medium.jpg,(c) Jake Scott; all rights reserved; uploaded by Jake Scott,0.3477,0.4543,0.4543
Hemitriccus obsoletus,Brown-Breasted Tody-Tyrant,1,24,1,9,24,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/401796757/medium.jpg,(c) Isabel Coradi Gomes; some rights reserved (CC BY-NC); uploaded by Isabel Coradi Gomes,0.7851,0.8334,0.8334
Hemitriccus nidipendulus,Hangnest Tody-Tyrant,1,11,1,1,11,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1507222/medium.jpg,(c) Nigel Voaden; some rights reserved (CC BY),0.942,0.1174,0.942
Hemitriccus margaritaceiventer,Pearly-Vented Tody-Tyrant,1,1,304,2,304,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/257324903/medium.jpg,(c) pedrosantoss; some rights reserved (CC BY-NC),0.4581,0.8838,0.8838
Hemitriccus diops,Drab-Breasted Tody-Tyrant,1,21,13,27,27,LC,https://static.inaturalist.org/photos/63679139/medium.jpg,(c) Eden Fontes; all rights reserved; uploaded by Eden Fontes,0.6124,0.5245,0.6124
Corythopis delalandi,Delalande's Antpipit,1,15,128,174,174,LC,https://static.inaturalist.org/photos/556103716/medium.jpg,(c) Gustavo Dallaqua; all rights reserved; uploaded by Gustavo Dallaqua,0.939,0.3658,0.939
Muscipipra vetula,Shear-Tailed Grey-Tyrant,1,5,11,13,13,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/27425233/medium.jpeg,(c) guyincognito; some rights reserved (CC BY-NC); uploaded by guyincognito,0.1671,0.5306,0.5306
Phylloscartes eximius,Southern Bristle-Tyrant,1,18,150,27,150,LC,https://static.inaturalist.org/photos/188380945/medium.jpg,(c) Allan Clé Porto; all rights reserved; uploaded by Allan Clé Porto,0.8004,0.1273,0.8004
Phylloscartes sylviolus,Bay-Ringed Tyrannulet,1,47,12,209,209,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/130259108/medium.jpg,(c) Sergio R Porto; some rights reserved (CC BY-NC); uploaded by Sergio R Porto,0.7576,0.107,0.7576
Empidonomus varius,Variegated Flycatcher,1,22,232,11,232,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/293335919/medium.jpeg,(c) Agustina Medina; some rights reserved (CC BY); uploaded by Agustina Medina,0.5075,0.4704,0.5075
Conopias trivirgatus,Three Striped Flycatcher,1,319,28,1,319,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/210405898/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.7066,0.3702,0.7066
Serpophaga nigricans,Sooty Tyrannulet,1,12,32,16,32,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/164526641/medium.jpg,(c) https://www.flickr.com/photos/dariosanches/; some rights reserved (CC BY-SA),0.6525,0.6931,0.6931
Phyllomyias burmeisteri,White-Fronted Tyrannulet,1,8,28,14,28,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/102882503/medium.jpg,(c) André P. Amaral; some rights reserved (CC BY-NC); uploaded by André P. Amaral,0.579,0.4041,0.579
Myiarchus ferox,Short-Crested Flycatcher,1,29,33,42,42,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/53349662/medium.jpg,(c) Paul Donahue; some rights reserved (CC BY-NC); uploaded by Paul Donahue,0.9632,1.0,1.0
Myiarchus swainsoni,Swainson's Flycatcher,1,2,36,2,36,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/436950508/medium.jpeg,(c) Christoph Moning; some rights reserved (CC BY); uploaded by Christoph Moning,0.1651,0.6295,0.6295
Polystictus superciliaris,Grey-Backed Tachuri,1,27,305,4,305,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/65180537/medium.jpg,(c) Hudson Martins Soares; some rights reserved (CC BY-NC); uploaded by Hudson Martins Soares,0.1051,0.3877,0.3877
Knipolegus lophotes,Crested Black-Tyrant,1,33,215,52,215,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/77879991/medium.jpeg,(c) Diego Caballero; some rights reserved (CC BY-NC); uploaded by Diego Caballero,0.1086,0.5903,0.5903
Myiarchus tuberculifer,Dusky-Capped Flycatcher,1,2,2,2,2,LC,https://static.inaturalist.org/photos/117932912/medium.jpeg,(c) Daniel Garza Tobón; all rights reserved; uploaded by Daniel Garza Tobón,0.3559,0.2192,0.3559
Myiobius atricaudus,Black-Tailed Flycatcher,1,19,45,7,45,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/269022090/medium.jpg,(c) Ad Konings; some rights reserved (CC BY-NC); uploaded by Ad Konings,0.6146,0.7923,0.7923
Myiobius barbatus,Sulphur-Rumped Flycatcher,1,35,1,5,35,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/94210447/medium.jpg,(c) Thibaud Aronson; some rights reserved (CC BY-SA); uploaded by Thibaud Aronson,0.1139,0.1715,0.1715
Oxyruncus cristatus,Sharpbill,1,56,212,6,212,LC,https://static.inaturalist.org/photos/88395606/medium.jpeg,(c) Maicon Molina; all rights reserved; uploaded by Maicon Molina,0.3757,0.4471,0.4471
Procnias nudicollis,Bare-Throated Bellbird,1,3,1,2,3,NT,https://static.inaturalist.org/photos/168838550/medium.jpeg,(c) gstroz; all rights reserved,0.8936,0.8438,0.8936
